Dates,RKOSPI,RLotte,RManho,RMeritz,RSamsung,RSamyoung,RF_M,RFGN_REV,RIPD,RCPI,RSP500,ROil,Rshanghai,KOSPI,Lotte,Manho,Meritz,Samsung,Samyoung,rf,FGN_REV,IPD,CPI,SP500,Oil,Shanghai
2016-02-29,0.240 ,-4.936 ,7.556 ,-9.599 ,2.406 ,-3.522 ,0.124 ,-0.312 ,2.501 ,0.427 ,-0.414 ,9.839 ,-1.829 ,1916.66,21659.78,3966.93,667.04,49990.55,253.83,1.49,356745.942,101.2,100.82,1932.23,36.07,2687.979
2016-03-31,4.049 ,-13.167 ,1.072 ,6.968 ,10.773 ,1.467 ,0.124 ,1.137 ,0.000 ,-0.258 ,6.390 ,3.380 ,11.113 ,1995.85,18987.54,4009.7,715.18,55677.08,257.58,1.49,360825.491,101.2,100.56,2059.74,37.31,3003.915
2016-04-29,-0.085 ,7.975 ,8.923 ,1.255 ,-5.242 ,-1.254 ,0.123 ,0.725 ,-1.193 ,0.189 ,0.270 ,19.382 ,-2.208 ,1994.15,20563.74,4383.94,724.21,52833.82,254.37,1.48,363450.086,100,100.75,2065.3,45.29,2938.324
2016-05-31,-0.541 ,-1.431 ,-10.536 ,-12.526 ,3.706 ,-0.213 ,0.124 ,-0.475 ,3.150 ,0.060 ,1.521 ,7.792 ,-0.742 ,1983.4,20271.47,3945.54,638.95,54828.35,253.83,1.49,361728.534,103.2,100.81,2096.96,48.96,2916.616
2016-06-30,-0.660 ,-8.374 ,-1.644 ,1.093 ,9.870 ,3.115 ,0.108 ,-0.270 ,0.097 ,-0.020 ,0.091 ,-3.027 ,0.444 ,1970.35,18643.07,3881.21,645.97,60515.76,261.86,1.3,360752.001,103.3,100.79,2098.86,47.5,2929.606
2016-07-29,2.300 ,-7.920 ,6.454 ,15.504 ,7.696 ,3.615 ,0.103 ,0.414 ,-0.973 ,-0.189 ,3.499 ,-16.289 ,1.683 ,2016.19,17223.44,4139.96,754.3,65357.02,271.5,1.23,362248.177,102.3,100.6,2173.6,40.36,2979.339
2016-08-31,0.911 ,-9.464 ,-1.047 ,-10.654 ,5.129 ,5.189 ,0.103 ,1.114 ,-0.884 ,0.258 ,-0.122 ,13.536 ,3.501 ,2034.65,15668.11,4096.83,678.07,68796.81,285.96,1.23,366306.387,101.4,100.86,2170.95,46.21,3085.491
2016-09-30,0.440 ,6.387 ,-1.859 ,-0.593 ,-1.367 ,52.423 ,0.103 ,0.621 ,0.590 ,0.593 ,-0.124 ,5.125 ,-2.653 ,2043.63,16701.52,4021.37,674.06,67862.56,483.03,1.24,368589.918,102,101.46,2168.27,48.64,3004.703
2016-10-31,-1.749 ,-3.822 ,-1.078 ,1.329 ,2.533 ,-15.954 ,0.103 ,-0.686 ,-1.581 ,0.138 ,-1.962 ,-6.454 ,3.138 ,2008.19,16075.21,3978.24,683.08,69603.69,411.8,1.23,366069.533,100.4,101.6,2126.15,45.6,3100.49
2016-11-30,-1.238 ,1.738 ,-2.469 ,4.030 ,6.324 ,27.856 ,0.103 ,-0.968 ,4.385 ,-0.148 ,3.360 ,3.660 ,4.710 ,1983.48,16357.05,3881.21,711.17,74147.69,544.08,1.23,362543.891,104.9,101.45,2198.81,47.3,3250.03
2016-12-30,2.144 ,-6.379 ,6.973 ,3.161 ,4.683 ,-22.173 ,0.102 ,-0.233 ,-0.670 ,0.108 ,1.804 ,14.462 ,-4.609 ,2026.46,15346.19,4161.52,734.01,77702.88,435.88,1.22,361701.404,104.2,101.56,2238.83,54.66,3103.64
2017-01-31,2.008 ,-0.756 ,0.000 ,4.244 ,9.066 ,-2.877 ,0.103 ,0.792 ,2.371 ,1.058 ,1.773 ,1.164 ,1.773 ,2067.57,15230.57,4161.52,765.83,85076.44,423.52,1.24,364576.158,106.7,102.64,2278.87,55.3,3159.17
2017-02-28,1.157 ,3.991 ,0.000 ,1.239 ,-2.619 ,36.753 ,0.103 ,-0.034 ,-2.179 ,0.272 ,3.652 ,-5.272 ,2.580 ,2091.64,15850.72,4161.52,775.38,82877.31,611.63,1.23,364453.419,104.4,102.92,2363.64,52.46,3241.73
2017-03-31,3.227 ,-6.365 ,0.774 ,1.897 ,7.267 ,5.138 ,0.103 ,0.376 ,2.085 ,-0.068 ,-0.039 ,-0.554 ,-0.595 ,2160.23,14873.19,4193.86,790.23,89124.13,643.88,1.23,365826.297,106.6,102.85,2362.72,52.17,3222.51
2017-04-28,2.071 ,16.988 ,-0.774 ,10.320 ,7.974 ,-5.666 ,0.103 ,0.343 ,-2.085 ,-0.126 ,0.905 ,-3.929 ,-2.128 ,2205.44,17627.1,4161.52,876.14,96522.31,608.41,1.23,367083.534,104.4,102.72,2384.2,50.16,3154.66
2017-05-31,6.237 ,7.411 ,-0.519 ,7.126 ,0.179 ,1.228 ,0.103 ,0.501 ,0.763 ,0.107 ,1.151 ,-2.238 ,-1.195 ,2347.38,18983.03,4139.96,940.85,96695.38,615.93,1.23,368925.892,105.2,102.83,2411.8,49.05,3117.18
2017-06-30,1.874 ,-5.228 ,2.313 ,13.184 ,6.451 ,-12.237 ,0.103 ,0.568 ,-1.243 ,-0.214 ,0.480 ,-3.993 ,2.385 ,2391.79,18016.01,4236.82,1073.44,103139.2,544.99,1.24,371026.348,103.9,102.61,2423.41,47.13,3192.43
2017-07-31,0.456 ,-5.949 ,1.021 ,2.921 ,1.379 ,-3.718 ,0.103 ,0.782 ,0.671 ,0.166 ,1.916 ,10.198 ,2.493 ,2402.71,16975.41,4280.28,1105.26,104571.1,525.1,1.24,373938.12,104.6,102.78,2470.3,52.19,3273.03
2017-08-31,-1.658 ,-4.302 ,-3.618 ,-7.677 ,-3.979 ,7.776 ,0.103 ,0.276 ,0.382 ,0.572 ,0.055 ,2.460 ,2.647 ,2363.19,16260.66,4128.19,1023.58,100492.4,567.56,1.23,374970.93,105,103.37,2471.65,53.49,3360.81
2017-09-29,1.315 ,-13.325 ,-2.667 ,-9.221 ,10.445 ,6.241 ,0.104 ,-0.036 ,0.475 ,0.116 ,1.912 ,6.828 ,-0.354 ,2394.47,14232.02,4019.55,933.42,111557.1,604.11,1.25,374836.165,105.5,103.49,2519.36,57.27,3348.94
2017-10-31,5.246 ,7.707 ,-0.542 ,1.242 ,7.149 ,7.702 ,0.103 ,-0.038 ,0.284 ,-0.097 ,2.195 ,7.613 ,1.317 ,2523.43,15372.21,3997.82,945.09,119823.8,652.48,1.24,374692.523,105.8,103.39,2575.26,61.8,3393.34
2017-11-30,-1.883 ,-12.540 ,-0.272 ,5.778 ,-8.089 ,15.955 ,0.105 ,0.758 ,-0.189 ,-0.748 ,2.770 ,4.012 ,-2.270 ,2476.37,13560.45,3986.96,1001.31,110512.9,765.35,1.26,377544.543,105.6,102.62,2647.58,64.33,3317.19
2017-12-29,-0.359 ,11.030 ,-0.821 ,1.163 ,1.182 ,30.969 ,0.126 ,0.510 ,-1.816 ,0.360 ,0.978 ,4.186 ,-0.303 ,2467.49,15141.85,3954.37,1013.02,111826.7,1043.17,1.51,379476.576,103.7,102.99,2673.61,67.08,3307.17
2018-01-31,3.933 ,13.165 ,4.038 ,14.711 ,-2.102 ,-2.616 ,0.124 ,1.677 ,1.341 ,0.417 ,5.466 ,0.861 ,5.118 ,2566.46,17272.42,4117.32,1173.56,109500.6,1016.23,1.49,385895.553,105.1,103.42,2823.81,67.66,3480.83
2018-02-28,-5.572 ,2.476 ,-5.421 ,-8.154 ,-5.860 ,2.616 ,0.124 ,-0.245 ,1.417 ,0.761 ,-3.973 ,-1.384 ,-6.572 ,2427.36,17705.37,3900.05,1081.66,103268.6,1043.17,1.49,384951.294,106.6,104.21,2713.83,66.73,3259.41
2018-03-30,0.759 ,-1.295 ,0.000 ,-13.339 ,5.207 ,-16.471 ,0.124 ,0.506 ,-1.608 ,-0.106 ,-2.725 ,2.208 ,-2.816 ,2445.85,17477.5,3900.05,946.59,108788.1,884.75,1.49,386902.803,104.9,104.1,2640.87,68.22,3168.9
2018-04-30,2.803 ,5.455 ,3.826 ,-2.606 ,7.399 ,9.299 ,0.123 ,0.445 ,2.076 ,0.182 ,0.272 ,11.677 ,-2.773 ,2515.38,18457.34,4052.14,922.24,117142.8,970.97,1.47,388627.503,107.1,104.29,2648.05,76.67,3082.23
2018-05-31,-3.741 ,-2.310 ,16.064 ,-1.940 ,-4.437 ,11.420 ,0.125 ,0.165 ,0.373 ,0.048 ,2.138 ,0.104 ,0.429 ,2423.01,18035.78,4758.28,904.52,112059.2,1088.43,1.5,389269.623,107.5,104.34,2705.27,76.75,3095.47
2018-06-29,-4.080 ,-2.949 ,-10.071 ,-14.037 ,-7.572 ,4.832 ,0.124 ,0.273 ,0.186 ,-0.201 ,0.483 ,0.052 ,-8.353 ,2326.13,17511.68,4302.43,786.06,103887.6,1142.31,1.49,390334.499,107.7,104.13,2718.37,76.79,2847.42
2018-07-31,-1.336 ,-9.265 ,-3.627 ,-0.565 ,-0.861 ,-22.432 ,0.124 ,0.472 ,0.093 ,-0.183 ,3.539 ,-2.612 ,1.013 ,2295.26,15962.18,4149.16,781.63,102996.9,912.77,1.49,392182.545,107.8,103.94,2816.29,74.81,2876.4
2018-08-31,1.196 ,-3.708 ,2.347 ,11.495 ,4.647 ,-1.427 ,0.124 ,-0.329 ,1.199 ,0.872 ,2.981 ,2.911 ,-5.398 ,2322.88,15381.11,4247.69,876.85,107896.2,899.84,1.49,390894.325,109.1,104.85,2901.52,77.02,2725.25
2018-09-28,0.865 ,3.064 ,0.770 ,4.806 ,-3.473 ,-7.071 ,0.128 ,0.481 ,-2.412 ,0.760 ,0.429 ,7.742 ,3.466 ,2343.07,15859.64,4280.53,920.02,104213.2,838.41,1.53,392778.804,106.5,105.65,2913.98,83.22,2821.35
2018-10-31,-14.358 ,-1.739 ,-13.682 ,-4.554 ,-9.123 ,-24.819 ,0.126 ,-0.073 ,1.399 ,-0.180 ,-7.193 ,-10.413 ,-8.064 ,2029.69,15586.2,3733.15,879.06,95126.75,654.14,1.51,392490.527,108,105.46,2711.74,74.99,2602.78
2018-11-30,3.256 ,6.782 ,1.456 ,10.397 ,-1.306 ,-0.165 ,0.126 ,0.073 ,-1.964 ,-0.714 ,1.770 ,-26.453 ,-0.562 ,2096.86,16679.96,3787.89,975.38,93892.81,653.06,1.51,392777.742,105.9,104.71,2760.17,57.56,2588.19
2018-12-31,-2.698 ,-2.567 ,0.576 ,1.773 ,-6.904 ,-14.518 ,0.147 ,0.141 ,-1.331 ,-0.344 ,-9.627 ,-13.046 ,-3.711 ,2041.04,16257.31,3809.78,992.83,87629.19,564.81,1.76,393332.482,104.5,104.35,2506.85,50.52,2493.9
2019-01-31,7.720 ,2.469 ,11.394 ,6.884 ,17.606 ,27.850 ,0.146 ,0.461 ,0.477 ,-0.105 ,7.574 ,21.934 ,3.571 ,2204.85,16663.75,4269.58,1063.58,104498.4,746.2,1.75,395148.85,105,104.24,2704.1,62.91,2584.57
2019-02-28,-0.428 ,10.445 ,-8.004 ,0.218 ,-2.302 ,-4.922 ,0.147 ,-0.211 ,-2.507 ,0.431 ,2.930 ,2.465 ,12.917 ,2195.44,18498.5,3941.15,1065.9,102120.8,710.36,1.76,394316.487,102.4,104.69,2784.49,64.48,2940.95
2019-03-29,-2.526 ,10.593 ,-3.103 ,6.120 ,-0.217 ,27.033 ,0.147 ,0.115 ,1.454 ,-0.191 ,1.777 ,6.092 ,4.968 ,2140.67,20565.5,3820.73,1133.17,101899.9,930.85,1.76,394770.385,103.9,104.49,2834.4,68.53,3090.76
2019-04-30,2.897 ,-2.284 ,9.557 ,3.520 ,2.652 ,-8.140 ,0.146 ,-0.313 ,1.718 ,0.363 ,3.856 ,4.773 ,-0.403 ,2203.59,20101.01,4203.89,1173.77,104638.5,858.08,1.75,393536.122,105.7,104.87,2945.83,71.88,3078.34
2019-05-31,-7.629 ,-1.221 ,-1.047 ,-7.380 ,-7.587 ,-9.001 ,0.145 ,-0.520 ,-0.760 ,0.171 ,-6.804 ,-5.505 ,-6.013 ,2041.74,19857.15,4160.11,1090.26,96993.13,784.22,1.74,391495.228,104.9,105.05,2752.06,68.03,2898.7
2019-06-28,4.261 ,0.292 ,3.033 ,13.140 ,10.823 ,-2.952 ,0.147 ,0.212 ,0.286 ,-0.162 ,6.666 ,1.372 ,2.729 ,2130.62,19915.21,4288.24,1243.36,108079.6,761.41,1.76,392327.32,105.2,104.88,2941.76,68.97,2978.88
2019-07-31,-5.107 ,-16.785 ,-9.737 ,-5.562 ,-3.574 ,-9.889 ,0.136 ,-0.018 ,2.256 ,-0.306 ,1.304 ,-9.228 ,-1.569 ,2024.55,16837.94,3890.36,1176.09,104285.3,689.72,1.63,392258.292,107.6,104.56,2980.38,62.89,2932.51
2019-08-30,-2.844 ,-10.920 ,-2.882 ,-6.414 ,-3.022 ,9.745 ,0.126 ,-0.411 ,-1.310 ,0.239 ,-1.826 ,-2.822 ,-1.590 ,1967.79,15096.08,3779.84,1103.02,101180.9,760.32,1.51,390647.791,106.2,104.81,2926.46,61.14,2886.24
2019-09-30,4.727 ,6.334 ,0.873 ,6.019 ,11.594 ,10.949 ,0.127 ,0.478 ,1.681 ,0.371 ,1.704 ,1.219 ,0.654 ,2063.05,16083.13,3813,1171.45,113618.7,848.3,1.52,392518.896,108,105.2,2976.74,61.89,2905.19
2019-10-31,0.985 ,-1.089 ,-5.665 ,-11.310 ,2.715 ,12.275 ,0.114 ,0.753 ,-1.024 ,0.247 ,2.023 ,-4.664 ,0.818 ,2083.48,15908.95,3603,1046.18,116745.8,959.09,1.37,395485.316,106.9,105.46,3037.56,59.07,2929.06
2019-11-29,0.215 ,-1.842 ,-1.234 ,-5.938 ,-0.199 ,-2.059 ,0.107 ,0.300 ,0.467 ,-0.561 ,3.348 ,11.622 ,-1.968 ,2087.96,15618.64,3558.8,985.87,116514.2,939.54,1.28,396674.028,107.4,104.87,3140.98,66.35,2871.98
2019-12-31,5.121 ,5.932 ,-2.516 ,-6.441 ,11.001 ,4.740 ,0.107 ,0.303 ,3.567 ,0.238 ,2.819 ,3.873 ,6.018 ,2197.67,16573.11,3470.38,924.37,130064.1,985.15,1.28,397876.077,111.3,105.12,3230.78,68.97,3050.12
2020-01-31,-3.645 ,-12.136 ,-8.297 ,-3.491 ,1.070 ,12.136 ,0.106 ,0.218 ,-1.539 ,0.635 ,-0.163 ,-16.687 ,-2.442 ,2119.01,14679.04,3194.07,892.66,131462.7,1112.27,1.27,398743.181,109.6,105.79,3225.52,58.37,2976.53
2020-02-28,-6.432 ,-9.733 ,-3.880 ,-5.187 ,-3.979 ,-17.155 ,0.103 ,-0.107 ,-3.813 ,0.009 ,-8.786 ,-10.961 ,-3.286 ,1987.01,13317.68,3072.5,847.54,126334.7,936.93,1.24,398315.607,105.5,105.8,2954.22,52.31,2880.3
2020-03-31,-12.437 ,-28.030 ,-22.045 ,-20.531 ,-11.933 ,8.623 ,0.083 ,-2.284 ,4.811 ,-0.246 ,-13.367 ,-121.570 ,-4.618 ,1754.64,10062.24,2464.63,690.23,112123.8,1021.31,1,389322.542,110.7,105.54,2584.59,15.51,2750.3
2020-04-30,10.431 ,24.870 ,21.323 ,14.451 ,4.604 ,8.038 ,0.062 ,0.872 ,-6.822 ,-0.561 ,11.942 ,-4.483 ,3.914 ,1947.56,12903.35,3050.4,797.54,117407.1,1106.79,0.74,392733.03,103.4,104.95,2912.43,14.83,2860.08
2020-05-29,4.126 ,-5.178 ,1.439 ,0.458 ,1.390 ,15.979 ,0.058 ,0.757 ,-7.218 ,-0.229 ,4.429 ,81.817 ,-0.271 ,2029.6,12252.26,3094.6,801.2,119050.8,1298.56,0.7,395719.124,96.2,104.71,3044.31,33.61,2852.35
2020-06-30,3.806 ,-1.460 ,-2.899 ,-8.080 ,4.732 ,6.136 ,0.040 ,0.732 ,6.927 ,0.153 ,1.822 ,23.492 ,4.535 ,2108.33,12074.69,3006.19,739.01,124819.5,1380.74,0.48,398627.184,103.1,104.87,3100.29,42.51,2984.67
2020-07-31,6.475 ,-0.985 ,11.451 ,1.636 ,9.221 ,-5.715 ,0.040 ,1.397 ,0.000 ,-0.010 ,5.364 ,2.967 ,10.346 ,2249.37,11956.31,3370.91,751.2,136875.9,1304.04,0.48,404236.81,103.1,104.86,3271.12,43.79,3310.01
